   Time      Date    	     HR
(hh:mm:ss dd/mm/yyyy)	  (bpm)
[11:26:00 22/09/2013]	  0.000
[11:27:00 22/09/2013]	  0.000
[11:28:00 22/09/2013]	  0.000
[11:29:00 22/09/2013]	  0.000
[11:30:00 22/09/2013]	  0.000
[11:31:00 22/09/2013]	  0.000
[11:32:00 22/09/2013]	  0.000
[11:33:00 22/09/2013]	  0.000
[11:34:00 22/09/2013]	  0.000
[11:35:00 22/09/2013]	  0.000
[11:36:00 22/09/2013]	  0.000
[11:37:00 22/09/2013]	  0.000
[11:38:00 22/09/2013]	  0.000
[11:39:00 22/09/2013]	  0.000
[11:40:00 22/09/2013]	  0.000
[11:41:00 22/09/2013]	  0.000
[11:42:00 22/09/2013]	  0.000
[11:43:00 22/09/2013]	  0.000
[11:44:00 22/09/2013]	  0.000
[11:45:00 22/09/2013]	  0.000
[11:46:00 22/09/2013]	  0.000
[11:47:00 22/09/2013]	  0.000
[11:48:00 22/09/2013]	  0.000
[11:49:00 22/09/2013]	  0.000
[11:50:00 22/09/2013]	  0.000
[11:51:00 22/09/2013]	  0.000
[11:52:00 22/09/2013]	  0.000
[11:53:00 22/09/2013]	  0.000
[11:54:00 22/09/2013]	  0.000
[11:55:00 22/09/2013]	  0.000
[11:56:00 22/09/2013]	  0.000
[11:57:00 22/09/2013]	  0.000
[11:58:00 22/09/2013]	  0.000
[11:59:00 22/09/2013]	  0.000
[12:00:00 22/09/2013]	  0.000
[12:01:00 22/09/2013]	  0.000
[12:02:00 22/09/2013]	  0.000
[12:03:00 22/09/2013]	  0.000
[12:04:00 22/09/2013]	  0.000
[12:05:00 22/09/2013]	  0.000
[12:06:00 22/09/2013]	  0.000
[12:07:00 22/09/2013]	  0.000
[12:08:00 22/09/2013]	  0.000
[12:09:00 22/09/2013]	  0.000
[12:10:00 22/09/2013]	  0.000
[12:11:00 22/09/2013]	  0.000
[12:12:00 22/09/2013]	  0.000
[12:13:00 22/09/2013]	  0.000
[12:14:00 22/09/2013]	  0.000
[12:15:00 22/09/2013]	  0.000
[12:16:00 22/09/2013]	  0.000
[12:17:00 22/09/2013]	  0.000
[12:18:00 22/09/2013]	  0.000
[12:19:00 22/09/2013]	  0.000
[12:20:00 22/09/2013]	  0.000
[12:21:00 22/09/2013]	  0.000
[12:22:00 22/09/2013]	  0.000
[12:23:00 22/09/2013]	  0.000
[12:24:00 22/09/2013]	  0.000
[12:25:00 22/09/2013]	  0.000
[12:26:00 22/09/2013]	  0.000
[12:27:00 22/09/2013]	  0.000
[12:28:00 22/09/2013]	  0.000
[12:29:00 22/09/2013]	  0.000
[12:30:00 22/09/2013]	  0.000
[12:31:00 22/09/2013]	  0.000
[12:32:00 22/09/2013]	  0.000
[12:33:00 22/09/2013]	  0.000
[12:34:00 22/09/2013]	  0.000
[12:35:00 22/09/2013]	  0.000
[12:36:00 22/09/2013]	  0.000
[12:37:00 22/09/2013]	  0.000
[12:38:00 22/09/2013]	  0.000
[12:39:00 22/09/2013]	  0.000
[12:40:00 22/09/2013]	  0.000
[12:41:00 22/09/2013]	  0.000
[12:42:00 22/09/2013]	  0.000
[12:43:00 22/09/2013]	  0.000
[12:44:00 22/09/2013]	  0.000
[12:45:00 22/09/2013]	  0.000
[12:46:00 22/09/2013]	  0.000
[12:47:00 22/09/2013]	  0.000
[12:48:00 22/09/2013]	  0.000
[12:49:00 22/09/2013]	  0.000
[12:50:00 22/09/2013]	  0.000
[12:51:00 22/09/2013]	  0.000
[12:52:00 22/09/2013]	  0.000
[12:53:00 22/09/2013]	  0.000
[12:54:00 22/09/2013]	  0.000
[12:55:00 22/09/2013]	  0.000
[12:56:00 22/09/2013]	  0.000
[12:57:00 22/09/2013]	  0.000
[12:58:00 22/09/2013]	  0.000
[12:59:00 22/09/2013]	  0.000
[13:00:00 22/09/2013]	  0.000
[13:01:00 22/09/2013]	  0.000
[13:02:00 22/09/2013]	  0.000
[13:03:00 22/09/2013]	  0.000
[13:04:00 22/09/2013]	  0.000
[13:05:00 22/09/2013]	  0.000
[13:06:00 22/09/2013]	  0.000
[13:07:00 22/09/2013]	  0.000
[13:08:00 22/09/2013]	  0.000
[13:09:00 22/09/2013]	  0.000
[13:10:00 22/09/2013]	  0.000
[13:11:00 22/09/2013]	  0.000
[13:12:00 22/09/2013]	  0.000
[13:13:00 22/09/2013]	  0.000
[13:14:00 22/09/2013]	  0.000
[13:15:00 22/09/2013]	  0.000
[13:16:00 22/09/2013]	  0.000
[13:17:00 22/09/2013]	  0.000
[13:18:00 22/09/2013]	  0.000
[13:19:00 22/09/2013]	  0.000
[13:20:00 22/09/2013]	  0.000
[13:21:00 22/09/2013]	  0.000
[13:22:00 22/09/2013]	  0.000
[13:23:00 22/09/2013]	  0.000
[13:24:00 22/09/2013]	  0.000
[13:25:00 22/09/2013]	  0.000
[13:26:00 22/09/2013]	  0.000
[13:27:00 22/09/2013]	  0.000
[13:28:00 22/09/2013]	  0.000
[13:29:00 22/09/2013]	  0.000
[13:30:00 22/09/2013]	  0.000
[13:31:00 22/09/2013]	 68.200
[13:32:00 22/09/2013]	 70.800
[13:33:00 22/09/2013]	 71.000
[13:34:00 22/09/2013]	 71.200
[13:35:00 22/09/2013]	 71.900
[13:36:00 22/09/2013]	 71.800
[13:37:00 22/09/2013]	 71.100
[13:38:00 22/09/2013]	 71.900
[13:39:00 22/09/2013]	 71.300
[13:40:00 22/09/2013]	 71.400
[13:41:00 22/09/2013]	 71.700
[13:42:00 22/09/2013]	 71.000
[13:43:00 22/09/2013]	 70.700
[13:44:00 22/09/2013]	 70.700
[13:45:00 22/09/2013]	 71.000
[13:46:00 22/09/2013]	 70.100
[13:47:00 22/09/2013]	 70.600
[13:48:00 22/09/2013]	 71.100
[13:49:00 22/09/2013]	 70.700
[13:50:00 22/09/2013]	 70.800
[13:51:00 22/09/2013]	 70.700
[13:52:00 22/09/2013]	 70.600
[13:53:00 22/09/2013]	 69.900
[13:54:00 22/09/2013]	 70.500
[13:55:00 22/09/2013]	 70.100
[13:56:00 22/09/2013]	 70.600
[13:57:00 22/09/2013]	 70.600
[13:58:00 22/09/2013]	 70.000
[13:59:00 22/09/2013]	 70.300
[14:00:00 22/09/2013]	 70.800
[14:01:00 22/09/2013]	 70.900
[14:02:00 22/09/2013]	 70.800
[14:03:00 22/09/2013]	 72.000
[14:04:00 22/09/2013]	 71.500
[14:05:00 22/09/2013]	 71.700
[14:06:00 22/09/2013]	 71.100
[14:07:00 22/09/2013]	 70.400
[14:08:00 22/09/2013]	 70.200
[14:09:00 22/09/2013]	 71.300
[14:10:00 22/09/2013]	 70.300
[14:11:00 22/09/2013]	 69.700
[14:12:00 22/09/2013]	 69.900
[14:13:00 22/09/2013]	 76.000
[14:14:00 22/09/2013]	 77.600
[14:15:00 22/09/2013]	 82.000
[14:16:00 22/09/2013]	 83.500
[14:17:00 22/09/2013]	 83.900
[14:18:00 22/09/2013]	 81.000
[14:19:00 22/09/2013]	 78.900
[14:20:00 22/09/2013]	 78.300
[14:21:00 22/09/2013]	 76.200
[14:22:00 22/09/2013]	 75.300
[14:23:00 22/09/2013]	 74.400
[14:24:00 22/09/2013]	 73.300
[14:25:00 22/09/2013]	 73.300
[14:26:00 22/09/2013]	 73.300
[14:27:00 22/09/2013]	 72.400
[14:28:00 22/09/2013]	 72.500
[14:29:00 22/09/2013]	 72.000
[14:30:00 22/09/2013]	 72.600
[14:31:00 22/09/2013]	 71.900
[14:32:00 22/09/2013]	 71.300
[14:33:00 22/09/2013]	 71.500
[14:34:00 22/09/2013]	 71.900
[14:35:00 22/09/2013]	 72.000
[14:36:00 22/09/2013]	 71.300
[14:37:00 22/09/2013]	 72.000
[14:38:00 22/09/2013]	 71.900
[14:39:00 22/09/2013]	 71.300
[14:40:00 22/09/2013]	 71.400
[14:41:00 22/09/2013]	 71.200
[14:42:00 22/09/2013]	 71.700
[14:43:00 22/09/2013]	 70.600
[14:44:00 22/09/2013]	 71.000
[14:45:00 22/09/2013]	 71.300
[14:46:00 22/09/2013]	 70.700
[14:47:00 22/09/2013]	 70.700
[14:48:00 22/09/2013]	 70.000
[14:49:00 22/09/2013]	 69.800
[14:50:00 22/09/2013]	 69.700
[14:51:00 22/09/2013]	 70.200
[14:52:00 22/09/2013]	 69.900
[14:53:00 22/09/2013]	 70.100
[14:54:00 22/09/2013]	 69.800
[14:55:00 22/09/2013]	 69.800
[14:56:00 22/09/2013]	 70.900
[14:57:00 22/09/2013]	 69.700
[14:58:00 22/09/2013]	 68.500
[14:59:00 22/09/2013]	 68.900
[15:00:00 22/09/2013]	 69.400
[15:01:00 22/09/2013]	 68.900
[15:02:00 22/09/2013]	 70.000
[15:03:00 22/09/2013]	 69.400
[15:04:00 22/09/2013]	 69.200
[15:05:00 22/09/2013]	 70.100
[15:06:00 22/09/2013]	 70.100
[15:07:00 22/09/2013]	 69.500
[15:08:00 22/09/2013]	 69.400
[15:09:00 22/09/2013]	 69.500
[15:10:00 22/09/2013]	 69.700
[15:11:00 22/09/2013]	 69.500
[15:12:00 22/09/2013]	 69.800
[15:13:00 22/09/2013]	 69.400
[15:14:00 22/09/2013]	 69.200
[15:15:00 22/09/2013]	 69.600
[15:16:00 22/09/2013]	 69.200
[15:17:00 22/09/2013]	 69.200
[15:18:00 22/09/2013]	 69.300
[15:19:00 22/09/2013]	 69.200
[15:20:00 22/09/2013]	 69.500
[15:21:00 22/09/2013]	 69.400
[15:22:00 22/09/2013]	 69.100
